filename,labels
/home/mchou001/train/1/1.png,Label-TitlePage
/home/mchou001/train/1/2.png,Label-Dedication
/home/mchou001/train/1/3.png,Label-Abstract
/home/mchou001/train/1/4.png,Label-Acknowledgement
/home/mchou001/train/1/5.png,Label-TableofContent
/home/mchou001/train/1/6.png,Label-TableofContent
/home/mchou001/train/1/7.png,Label-ListofFigures
/home/mchou001/train/1/8.png,Label-ListofFigures
/home/mchou001/train/1/9.png,Label-ListofTables
/home/mchou001/train/1/10.png,Label-Chapters
/home/mchou001/train/1/11.png,Label-Chapters
/home/mchou001/train/1/12.png,Label-Chapters
/home/mchou001/train/1/13.png,Label-Chapters
/home/mchou001/train/1/14.png,Label-Chapters
/home/mchou001/train/1/15.png,Label-Chapters
/home/mchou001/train/1/16.png,Label-Chapters
/home/mchou001/train/1/17.png,Label-Chapters
/home/mchou001/train/1/18.png,Label-Chapters
/home/mchou001/train/1/19.png,Label-Chapters
/home/mchou001/train/1/20.png,Label-Chapters
/home/mchou001/train/1/21.png,Label-Chapters
/home/mchou001/train/1/22.png,Label-Chapters
/home/mchou001/train/1/23.png,Label-Chapters
/home/mchou001/train/1/24.png,Label-Chapters
/home/mchou001/train/1/25.png,Label-Chapters
/home/mchou001/train/1/26.png,Label-Chapters
/home/mchou001/train/1/27.png,Label-Chapters
/home/mchou001/train/1/28.png,Label-Chapters
/home/mchou001/train/1/29.png,Label-Chapters
/home/mchou001/train/1/30.png,Label-Chapters
/home/mchou001/train/1/31.png,Label-Chapters
/home/mchou001/train/1/32.png,Label-Chapters
/home/mchou001/train/1/33.png,Label-Chapters
/home/mchou001/train/1/34.png,Label-Chapters
/home/mchou001/train/1/35.png,Label-Chapters
/home/mchou001/train/1/36.png,Label-Chapters
/home/mchou001/train/1/37.png,Label-Chapters
/home/mchou001/train/1/38.png,Label-Chapters
/home/mchou001/train/1/39.png,Label-Chapters
/home/mchou001/train/1/40.png,Label-Chapters
/home/mchou001/train/1/41.png,Label-Chapters
/home/mchou001/train/1/42.png,Label-Chapters
/home/mchou001/train/1/43.png,Label-Chapters
/home/mchou001/train/1/44.png,Label-Chapters
/home/mchou001/train/1/45.png,Label-Chapters
/home/mchou001/train/1/46.png,Label-Chapters
/home/mchou001/train/1/47.png,Label-Chapters
/home/mchou001/train/1/48.png,Label-Chapters
/home/mchou001/train/1/49.png,Label-Chapters
/home/mchou001/train/1/50.png,Label-Chapters
/home/mchou001/train/1/51.png,Label-Chapters
/home/mchou001/train/1/52.png,Label-Chapters
/home/mchou001/train/1/53.png,Label-Chapters
/home/mchou001/train/1/54.png,Label-Chapters
/home/mchou001/train/1/55.png,Label-Chapters
/home/mchou001/train/1/56.png,Label-Chapters
/home/mchou001/train/1/57.png,Label-Chapters
/home/mchou001/train/1/58.png,Label-Chapters
/home/mchou001/train/1/59.png,Label-Chapters
/home/mchou001/train/1/60.png,Label-Chapters
/home/mchou001/train/1/61.png,Label-Chapters
/home/mchou001/train/1/62.png,Label-Chapters
/home/mchou001/train/1/63.png,Label-Chapters
/home/mchou001/train/1/64.png,Label-Chapters
/home/mchou001/train/1/65.png,Label-Chapters
/home/mchou001/train/1/66.png,Label-Chapters
/home/mchou001/train/1/67.png,Label-Chapters
/home/mchou001/train/1/68.png,Label-Chapters
/home/mchou001/train/1/69.png,Label-Chapters
/home/mchou001/train/1/70.png,Label-Chapters
/home/mchou001/train/1/71.png,Label-Chapters
/home/mchou001/train/1/72.png,Label-Chapters
/home/mchou001/train/1/73.png,Label-Chapters
/home/mchou001/train/1/74.png,Label-Chapters
/home/mchou001/train/1/75.png,Label-Chapters
/home/mchou001/train/1/76.png,Label-Chapters
/home/mchou001/train/1/77.png,Label-Chapters
/home/mchou001/train/1/78.png,Label-Appendices
/home/mchou001/train/1/79.png,Label-Appendices
/home/mchou001/train/1/80.png,Label-Appendices
/home/mchou001/train/1/81.png,Label-Appendices
/home/mchou001/train/1/82.png,Label-Appendices
/home/mchou001/train/1/83.png,Label-Appendices
/home/mchou001/train/1/84.png,Label-Appendices
/home/mchou001/train/1/85.png,Label-Appendices
/home/mchou001/train/1/86.png,Label-Appendices
/home/mchou001/train/1/87.png,Label-Appendices
/home/mchou001/train/1/88.png,Label-Appendices
/home/mchou001/train/1/89.png,Label-Appendices
/home/mchou001/train/1/90.png,Label-Appendices
/home/mchou001/train/1/91.png,Label-Appendices
/home/mchou001/train/1/92.png,Label-Appendices
/home/mchou001/train/1/93.png,Label-Appendices
/home/mchou001/train/1/94.png,Label-Appendices
/home/mchou001/train/1/95.png,Label-Appendices
/home/mchou001/train/1/96.png,Label-Appendices
/home/mchou001/train/1/97.png,Label-Appendices
/home/mchou001/train/1/98.png,Label-Appendices
/home/mchou001/train/1/99.png,Label-Appendices
/home/mchou001/train/1/100.png,Label-Appendices
/home/mchou001/train/1/101.png,Label-Appendices
/home/mchou001/train/1/102.png,Label-Appendices
/home/mchou001/train/1/103.png,Label-Appendices
/home/mchou001/train/1/104.png,Label-Appendices
/home/mchou001/train/1/105.png,Label-Appendices
/home/mchou001/train/1/106.png,Label-Appendices
/home/mchou001/train/2/1.png,Label-TitlePage
/home/mchou001/train/2/2.png,Label-Abstract
/home/mchou001/train/2/3.png,Label-Acknowledgement
/home/mchou001/train/2/4.png,Label-TableofContent
/home/mchou001/train/2/5.png,Label-TableofContent
/home/mchou001/train/2/6.png,Label-TableofContent
/home/mchou001/train/2/7.png,Label-TableofContent
/home/mchou001/train/2/8.png,Label-Other
/home/mchou001/train/2/9.png,Label-Other
/home/mchou001/train/2/10.png,Label-Other
/home/mchou001/train/2/11.png,Label-Other
/home/mchou001/train/2/12.png,Label-Other
/home/mchou001/train/2/13.png,Label-Other
/home/mchou001/train/2/14.png,Label-Other
/home/mchou001/train/2/15.png,Label-Chapters
/home/mchou001/train/2/16.png,Label-Chapters
/home/mchou001/train/2/17.png,Label-Chapters
/home/mchou001/train/2/18.png,Label-Chapters
/home/mchou001/train/2/19.png,Label-Chapters
/home/mchou001/train/2/20.png,Label-Chapters
/home/mchou001/train/2/21.png,Label-Chapters
/home/mchou001/train/2/22.png,Label-Chapters
/home/mchou001/train/2/23.png,Label-Chapters
/home/mchou001/train/2/24.png,Label-Chapters
/home/mchou001/train/2/25.png,Label-Chapters
/home/mchou001/train/2/26.png,Label-Chapters
/home/mchou001/train/2/27.png,Label-Chapters
/home/mchou001/train/2/28.png,Label-Chapters
/home/mchou001/train/2/29.png,Label-Chapters
/home/mchou001/train/2/30.png,Label-Chapters
/home/mchou001/train/2/31.png,Label-Chapters
/home/mchou001/train/2/32.png,Label-Chapters
/home/mchou001/train/2/33.png,Label-Chapters
/home/mchou001/train/2/34.png,Label-Chapters
/home/mchou001/train/2/35.png,Label-Chapters
/home/mchou001/train/2/36.png,Label-Chapters
/home/mchou001/train/2/37.png,Label-Chapters
/home/mchou001/train/2/38.png,Label-Chapters
/home/mchou001/train/2/39.png,Label-Chapters
/home/mchou001/train/2/40.png,Label-Chapters
/home/mchou001/train/2/41.png,Label-Chapters
/home/mchou001/train/2/42.png,Label-Chapters
/home/mchou001/train/2/43.png,Label-Chapters
/home/mchou001/train/2/44.png,Label-Chapters
/home/mchou001/train/2/45.png,Label-Chapters
/home/mchou001/train/2/46.png,Label-Chapters
/home/mchou001/train/2/47.png,Label-Chapters
/home/mchou001/train/2/48.png,Label-Chapters
/home/mchou001/train/2/49.png,Label-Chapters
/home/mchou001/train/2/50.png,Label-Chapters
/home/mchou001/train/2/51.png,Label-Chapters
/home/mchou001/train/2/52.png,Label-Chapters
/home/mchou001/train/2/53.png,Label-Chapters
/home/mchou001/train/2/54.png,Label-Chapters
/home/mchou001/train/2/55.png,Label-Chapters
/home/mchou001/train/2/56.png,Label-Chapters
/home/mchou001/train/2/57.png,Label-Chapters
/home/mchou001/train/2/58.png,Label-Chapters
/home/mchou001/train/2/59.png,Label-Chapters
/home/mchou001/train/2/60.png,Label-Chapters
/home/mchou001/train/2/61.png,Label-Chapters
/home/mchou001/train/2/62.png,Label-Chapters
/home/mchou001/train/2/63.png,Label-Chapters
/home/mchou001/train/2/64.png,Label-Chapters
/home/mchou001/train/2/65.png,Label-Chapters
/home/mchou001/train/2/66.png,Label-Chapters
/home/mchou001/train/2/67.png,Label-Chapters
/home/mchou001/train/2/68.png,Label-Chapters
/home/mchou001/train/2/69.png,Label-Chapters
/home/mchou001/train/2/70.png,Label-Chapters
/home/mchou001/train/2/71.png,Label-Chapters
/home/mchou001/train/2/72.png,Label-Chapters
/home/mchou001/train/2/73.png,Label-Chapters
/home/mchou001/train/2/74.png,Label-Chapters
/home/mchou001/train/2/75.png,Label-Chapters
/home/mchou001/train/2/76.png,Label-Chapters
/home/mchou001/train/2/77.png,Label-Chapters
/home/mchou001/train/2/78.png,Label-Chapters
/home/mchou001/train/2/79.png,Label-Chapters
/home/mchou001/train/2/80.png,Label-Chapters
/home/mchou001/train/2/81.png,Label-Chapters
/home/mchou001/train/2/82.png,Label-Chapters
/home/mchou001/train/2/83.png,Label-Chapters
/home/mchou001/train/2/84.png,Label-Chapters
/home/mchou001/train/2/85.png,Label-Chapters
/home/mchou001/train/2/86.png,Label-Chapters
/home/mchou001/train/2/87.png,Label-Chapters
/home/mchou001/train/2/88.png,Label-Chapters
/home/mchou001/train/2/89.png,Label-Chapters
/home/mchou001/train/2/90.png,Label-Chapters
/home/mchou001/train/2/91.png,Label-Chapters
/home/mchou001/train/2/92.png,Label-Chapters
/home/mchou001/train/2/93.png,Label-Chapters
/home/mchou001/train/2/94.png,Label-Chapters
/home/mchou001/train/2/95.png,Label-Chapters
/home/mchou001/train/2/96.png,Label-Chapters
/home/mchou001/train/2/97.png,Label-Chapters
/home/mchou001/train/2/98.png,Label-Chapters
/home/mchou001/train/2/99.png,Label-Chapters
/home/mchou001/train/2/100.png,Label-Chapters
/home/mchou001/train/2/101.png,Label-Chapters
/home/mchou001/train/2/102.png,Label-Chapters
/home/mchou001/train/2/103.png,Label-Chapters
/home/mchou001/train/2/104.png,Label-Chapters
/home/mchou001/train/2/105.png,Label-Chapters
/home/mchou001/train/2/106.png,Label-Chapters
/home/mchou001/train/2/107.png,Label-Chapters
/home/mchou001/train/2/108.png,Label-Chapters
/home/mchou001/train/2/109.png,Label-Chapters
/home/mchou001/train/2/110.png,Label-Chapters
/home/mchou001/train/2/111.png,Label-Chapters
/home/mchou001/train/2/112.png,Label-Chapters
/home/mchou001/train/2/113.png,Label-Chapters
/home/mchou001/train/2/114.png,Label-Chapters
/home/mchou001/train/2/115.png,Label-Chapters
/home/mchou001/train/2/116.png,Label-Chapters
/home/mchou001/train/2/117.png,Label-Chapters
/home/mchou001/train/2/118.png,Label-Chapters
/home/mchou001/train/2/119.png,Label-Chapters
/home/mchou001/train/2/120.png,Label-Chapters
/home/mchou001/train/2/121.png,Label-Chapters
/home/mchou001/train/2/122.png,Label-Chapters
/home/mchou001/train/2/123.png,Label-Chapters
/home/mchou001/train/2/124.png,Label-Chapters
/home/mchou001/train/2/125.png,Label-Chapters
/home/mchou001/train/2/126.png,Label-Chapters
/home/mchou001/train/2/127.png,Label-Chapters
/home/mchou001/train/2/128.png,Label-Chapters
/home/mchou001/train/2/129.png,Label-Chapters
/home/mchou001/train/2/130.png,Label-Chapters
/home/mchou001/train/2/131.png,Label-Chapters
/home/mchou001/train/2/132.png,Label-Chapters
/home/mchou001/train/2/133.png,Label-Chapters
/home/mchou001/train/2/134.png,Label-Chapters
/home/mchou001/train/2/135.png,Label-Chapters
/home/mchou001/train/2/136.png,Label-Chapters
/home/mchou001/train/2/137.png,Label-Chapters
/home/mchou001/train/2/138.png,Label-Chapters
/home/mchou001/train/2/139.png,Label-Chapters
/home/mchou001/train/2/140.png,Label-Chapters
/home/mchou001/train/2/141.png,Label-Chapters
/home/mchou001/train/2/142.png,Label-Chapters
/home/mchou001/train/2/143.png,Label-Chapters
/home/mchou001/train/2/144.png,Label-Chapters
/home/mchou001/train/2/145.png,Label-Chapters
/home/mchou001/train/2/146.png,Label-Chapters
/home/mchou001/train/2/147.png,Label-Chapters
/home/mchou001/train/2/148.png,Label-Chapters
/home/mchou001/train/2/149.png,Label-Chapters
/home/mchou001/train/2/150.png,Label-Chapters
/home/mchou001/train/2/151.png,Label-Chapters
/home/mchou001/train/2/152.png,Label-Chapters
/home/mchou001/train/2/153.png,Label-Chapters
/home/mchou001/train/2/154.png,Label-Chapters
/home/mchou001/train/2/155.png,Label-Chapters
/home/mchou001/train/2/156.png,Label-Chapters
/home/mchou001/train/2/157.png,Label-Chapters
/home/mchou001/train/2/158.png,Label-Chapters
/home/mchou001/train/2/159.png,Label-Chapters
/home/mchou001/train/2/160.png,Label-Chapters
/home/mchou001/train/2/161.png,Label-Chapters
/home/mchou001/train/2/162.png,Label-Chapters
/home/mchou001/train/2/163.png,Label-Chapters
/home/mchou001/train/2/164.png,Label-Chapters
/home/mchou001/train/2/165.png,Label-Chapters
/home/mchou001/train/2/166.png,Label-Chapters
/home/mchou001/train/2/167.png,Label-Chapters
/home/mchou001/train/2/168.png,Label-Chapters
/home/mchou001/train/2/169.png,Label-Chapters
/home/mchou001/train/2/170.png,Label-Chapters
/home/mchou001/train/2/171.png,Label-Chapters
/home/mchou001/train/2/172.png,Label-Chapters
/home/mchou001/train/2/173.png,Label-Chapters
/home/mchou001/train/2/174.png,Label-Chapters
/home/mchou001/train/2/175.png,Label-Chapters
/home/mchou001/train/2/176.png,Label-Chapters
/home/mchou001/train/2/177.png,Label-Chapters
/home/mchou001/train/2/178.png,Label-Chapters
/home/mchou001/train/2/179.png,Label-Chapters
/home/mchou001/train/2/180.png,Label-Chapters
/home/mchou001/train/2/181.png,Label-Chapters
/home/mchou001/train/2/182.png,Label-Chapters
/home/mchou001/train/2/183.png,Label-Chapters
/home/mchou001/train/2/184.png,Label-Chapters
/home/mchou001/train/2/185.png,Label-Chapters
/home/mchou001/train/2/186.png,Label-Chapters
/home/mchou001/train/2/187.png,Label-Chapters
/home/mchou001/train/2/188.png,Label-Chapters
/home/mchou001/train/2/189.png,Label-Chapters
/home/mchou001/train/2/190.png,Label-Chapters
/home/mchou001/train/2/191.png,Label-Chapters
/home/mchou001/train/2/192.png,Label-Chapters
/home/mchou001/train/2/193.png,Label-Chapters
/home/mchou001/train/2/194.png,Label-Chapters
/home/mchou001/train/2/195.png,Label-Chapters
/home/mchou001/train/2/196.png,Label-Chapters
/home/mchou001/train/2/197.png,Label-Chapters
/home/mchou001/train/2/198.png,Label-Chapters
/home/mchou001/train/2/199.png,Label-Chapters
/home/mchou001/train/2/200.png,Label-Chapters
/home/mchou001/train/2/201.png,Label-Chapters
/home/mchou001/train/2/202.png,Label-Chapters
/home/mchou001/train/2/203.png,Label-Chapters
/home/mchou001/train/2/204.png,Label-Chapters
/home/mchou001/train/2/205.png,Label-Chapters
/home/mchou001/train/2/206.png,Label-Chapters
/home/mchou001/train/2/207.png,Label-Chapters
/home/mchou001/train/2/208.png,Label-Chapters
/home/mchou001/train/2/209.png,Label-Chapters
/home/mchou001/train/2/210.png,Label-Chapters
/home/mchou001/train/2/211.png,Label-Chapters
/home/mchou001/train/2/212.png,Label-Chapters
/home/mchou001/train/2/213.png,Label-Chapters
/home/mchou001/train/2/214.png,Label-Chapters
/home/mchou001/train/2/215.png,Label-Chapters
/home/mchou001/train/2/216.png,Label-Chapters
/home/mchou001/train/2/217.png,Label-Chapters
/home/mchou001/train/2/218.png,Label-Chapters
/home/mchou001/train/2/219.png,Label-Chapters
/home/mchou001/train/2/220.png,Label-Chapters
/home/mchou001/train/2/221.png,Label-Chapters
/home/mchou001/train/2/222.png,Label-Chapters
/home/mchou001/train/2/223.png,Label-Chapters
/home/mchou001/train/2/224.png,Label-Chapters
/home/mchou001/train/2/225.png,Label-Chapters
/home/mchou001/train/2/226.png,Label-Chapters
/home/mchou001/train/2/227.png,Label-Chapters
/home/mchou001/train/2/228.png,Label-Chapters
/home/mchou001/train/2/229.png,Label-Chapters
/home/mchou001/train/2/230.png,Label-Chapters
/home/mchou001/train/2/231.png,Label-Chapters
/home/mchou001/train/2/232.png,Label-Chapters
/home/mchou001/train/2/233.png,Label-Chapters
/home/mchou001/train/2/234.png,Label-Chapters
/home/mchou001/train/2/235.png,Label-Chapters
/home/mchou001/train/2/236.png,Label-Chapters
/home/mchou001/train/2/237.png,Label-Chapters
/home/mchou001/train/2/238.png,Label-Chapters
/home/mchou001/train/2/239.png,Label-Chapters
/home/mchou001/train/2/240.png,Label-Chapters
/home/mchou001/train/2/241.png,Label-Chapters
/home/mchou001/train/2/242.png,Label-Chapters
/home/mchou001/train/2/243.png,Label-Chapters
/home/mchou001/train/2/244.png,Label-Chapters
/home/mchou001/train/2/245.png,Label-Chapters
/home/mchou001/train/2/246.png,Label-Chapters
/home/mchou001/train/2/247.png,Label-Chapters
/home/mchou001/train/2/248.png,Label-Chapters
/home/mchou001/train/2/249.png,Label-Chapters
/home/mchou001/train/2/250.png,Label-Chapters
/home/mchou001/train/2/251.png,Label-Chapters
/home/mchou001/train/2/252.png,Label-Chapters
/home/mchou001/train/2/253.png,Label-Chapters
/home/mchou001/train/2/254.png,Label-Chapters
/home/mchou001/train/2/255.png,Label-Chapters
/home/mchou001/train/2/256.png,Label-Chapters
/home/mchou001/train/2/257.png,Label-Chapters
/home/mchou001/train/2/258.png,Label-Chapters
/home/mchou001/train/2/259.png,Label-Chapters
/home/mchou001/train/2/260.png,Label-Chapters
/home/mchou001/train/2/261.png,Label-Chapters
/home/mchou001/train/2/262.png,Label-Chapters
/home/mchou001/train/2/263.png,Label-Chapters
/home/mchou001/train/2/264.png,Label-Chapters
/home/mchou001/train/2/265.png,Label-Chapters
/home/mchou001/train/2/266.png,Label-Chapters
/home/mchou001/train/2/267.png,Label-Chapters
/home/mchou001/train/2/268.png,Label-Chapters
